7969,5264
-4584,3298
-3692,189
310,3762
4084,9156
2696,4931
-1997,3362
-2923,4390
-6177,843
5606,1976
5495,7439
-3886,8520
-4597,7420
8516,279
-6161,653
7083,1959
-5893,7520
-4002,3398
5442,4934
7113,8372
-915,8147
-3047,687
5108,8485
4512,9088
3320,513
-2682,1790
-7520,344
-2708,5441
2254,1241
-9730,2625
-9444,689
-8268,7837
-7784,2301
-1403,3511
-2310,6592
-7767,5340
2302,8208
-8248,5073
6051,7450
-8796,1098
831,6598
3873,8356
-8900,5557
-2675,8562
3954,4438
9935,8213
-8638,5209
2256,8659
9869,1467
2400,90
-6449,4736
-665,1007
-2245,7022
-4310,3711
6868,3797
-2187,790
3430,7277
